GICDeviceID,SampleDateTime,GICMeasured
10623,2/26/2023 2:30:01 PM,0.24
10623,2/26/2023 3:30:01 PM,0.54
10623,2/26/2023 5:30:01 PM,0.14
10623,2/26/2023 7:30:01 PM,0.24
10623,2/26/2023 9:09:42 PM,-0.06
10623,2/26/2023 10:30:01 PM,-0.36
10623,2/26/2023 11:30:01 PM,-0.26
10623,2/27/2023 12:30:01 AM,-0.36
10623,2/27/2023 1:30:01 AM,-0.16
10623,2/27/2023 2:30:01 AM,-0.26
10623,2/27/2023 3:30:01 AM,0.14
10623,2/27/2023 4:30:01 AM,-0.06
10623,2/27/2023 8:30:01 AM,-0.16
10623,2/27/2023 11:00:01 AM,0.34
10623,2/27/2023 11:40:01 AM,-0.26
10623,2/27/2023 1:30:01 PM,0.04
10623,2/27/2023 2:30:01 PM,0.24
10623,2/27/2023 3:30:01 PM,-0.06
10623,2/27/2023 4:05:01 PM,-0.76
10623,2/27/2023 4:15:01 PM,-0.16
10623,2/27/2023 4:30:01 PM,0.14
10623,2/27/2023 5:30:01 PM,0.34
10623,2/27/2023 6:30:01 PM,0.04
10623,2/27/2023 7:55:01 PM,-0.46
10623,2/27/2023 8:30:01 PM,0.84
10623,2/27/2023 11:50:01 PM,0.04
10623,2/28/2023 12:30:01 AM,0.14
10623,2/28/2023 1:30:01 AM,-0.06
10623,2/28/2023 2:30:01 AM,0.04
10623,2/28/2023 3:30:01 AM,0.14
10623,2/28/2023 4:30:01 AM,-0.06
10623,2/28/2023 6:30:01 AM,0.14
10623,2/28/2023 8:30:01 AM,0.04
10623,2/28/2023 6:24:41 PM,-0.06
10623,2/28/2023 7:17:57 PM,0.04
10623,2/28/2023 10:30:01 PM,-0.06
10623,2/28/2023 11:30:01 PM,-0.26
