datetime,x,y,z
2024-05-12 14:45:23,22563.24,-1587.24,43621.15
2024-05-12 14:45:24,22563.15,-1587.19,43621.19
2024-05-12 14:45:25,22563.05,-1587.15,43621.19
2024-05-12 14:45:26,22562.97,-1587.09,43621.19
2024-05-12 14:45:27,22562.91,-1587.02,43621.23
2024-05-12 14:45:28,22562.82,-1586.94,43621.20
2024-05-12 14:45:29,22562.73,-1586.86,43621.23
2024-05-12 14:45:30,22562.72,-1586.79,43621.19
2024-05-12 14:45:31,22562.73,-1586.72,43621.20
2024-05-12 14:45:32,22562.72,-1586.66,43621.18
2024-05-12 14:45:33,22562.74,-1586.61,43621.11
2024-05-12 14:45:34,22562.74,-1586.59,43621.09
2024-05-12 14:45:35,22562.81,-1586.57,43621.04
2024-05-12 14:45:36,22562.89,-1586.55,43621.01
2024-05-12 14:45:37,22562.94,-1586.56,43621.00
2024-05-12 14:45:38,22563.00,-1586.59,43621.00
2024-05-12 14:45:39,22563.06,-1586.61,43620.97
2024-05-12 14:45:40,22563.10,-1586.65,43620.92
2024-05-12 14:45:41,22563.17,-1586.67,43620.91
2024-05-12 14:45:42,22563.22,-1586.68,43620.82
2024-05-12 14:45:43,22563.25,-1586.71,43620.83
2024-05-12 14:45:44,22563.28,-1586.72,43620.83
2024-05-12 14:45:45,22563.31,-1586.71,43620.84
2024-05-12 14:45:46,22563.33,-1586.70,43620.83
2024-05-12 14:45:47,22563.34,-1586.66,43620.84
2024-05-12 14:45:48,22563.31,-1586.62,43620.83
2024-05-12 14:45:49,22563.29,-1586.59,43620.81
2024-05-12 14:45:50,22563.28,-1586.55,43620.84
2024-05-12 14:45:51,22563.27,-1586.51,43620.84
2024-05-12 14:45:52,22563.25,-1586.48,43620.85
2024-05-12 14:45:53,22563.24,-1586.44,43620.84
2024-05-12 14:45:54,22563.26,-1586.44,43620.84
2024-05-12 14:45:55,22563.25,-1586.42,43620.83
2024-05-12 14:45:56,22563.25,-1586.42,43620.81
2024-05-12 14:45:57,22563.25,-1586.43,43620.77
2024-05-12 14:45:58,22563.25,-1586.44,43620.75
2024-05-12 14:45:59,22563.28,-1586.45,43620.71
2024-05-12 14:46:00,22563.30,-1586.48,43620.71
2024-05-12 14:46:01,22563.33,-1586.50,43620.68
2024-05-12 14:46:02,22563.33,-1586.51,43620.65
2024-05-12 14:46:03,22563.35,-1586.51,43620.66
2024-05-12 14:46:04,22563.37,-1586.51,43620.67
2024-05-12 14:46:05,22563.37,-1586.50,43620.66
2024-05-12 14:46:06,22563.35,-1586.45,43620.67
2024-05-12 14:46:07,22563.29,-1586.41,43620.69
2024-05-12 14:46:08,22563.25,-1586.35,43620.72
