MagnetometerDeviceID,SampleDateTime,GeoBfieldMeasureNorth,GeoBfieldMeasureEast,GeoBfieldMeasureVertical
50116,5/12/2021 12:00:00 AM,20460.11,2730.72,45949.56
50116,5/12/2021 12:00:01 AM,20460.23,2730.80,45949.56
50116,5/12/2021 12:00:02 AM,20460.31,2730.85,45949.62
50116,5/12/2021 12:00:03 AM,20460.09,2730.85,45949.79
50116,5/12/2021 12:00:04 AM,20460.17,2731.00,45949.88
50116,5/12/2021 12:00:05 AM,20460.30,2731.03,45949.98
50116,5/12/2021 12:00:06 AM,20460.21,2730.89,45949.77
50116,5/12/2021 12:00:07 AM,20460.27,2730.84,45949.97
50116,5/12/2021 12:00:08 AM,20460.17,2730.83,45949.86
50116,5/12/2021 12:00:09 AM,20460.24,2730.91,45950.03
50116,5/12/2021 12:00:10 AM,20460.21,2730.85,45949.94
50116,5/12/2021 12:00:11 AM,20460.33,2731.02,45949.91
50116,5/12/2021 12:00:12 AM,20460.24,2730.86,45949.59
50116,5/12/2021 12:00:13 AM,20460.28,2730.87,45949.46
50116,5/12/2021 12:00:14 AM,20460.33,2730.84,45949.73
50116,5/12/2021 12:00:15 AM,20460.23,2730.76,45949.52
50116,5/12/2021 12:00:16 AM,20460.17,2730.83,45949.70
50116,5/12/2021 12:00:17 AM,20460.37,2730.87,45949.85
50116,5/12/2021 12:00:18 AM,20460.44,2730.88,45949.59
50116,5/12/2021 12:00:19 AM,20460.52,2730.94,45949.57
50116,5/12/2021 12:00:20 AM,20460.34,2731.00,45949.71
50116,5/12/2021 12:00:21 AM,20460.31,2730.92,45949.70
50116,5/12/2021 12:00:22 AM,20460.34,2730.93,45949.29
50116,5/12/2021 12:00:23 AM,20460.43,2730.92,45949.52
50116,5/12/2021 12:00:24 AM,20460.29,2730.87,45949.56
50116,5/12/2021 12:00:25 AM,20460.30,2730.86,45949.43
50116,5/12/2021 12:00:26 AM,20460.25,2730.94,45949.31
50116,5/12/2021 12:00:27 AM,20460.41,2730.86,45949.23
50116,5/12/2021 12:00:28 AM,20460.45,2730.92,45949.46
50116,5/12/2021 12:00:29 AM,20460.61,2731.00,45949.30
50116,5/12/2021 12:00:30 AM,20460.50,2731.07,45949.43
50116,5/12/2021 12:00:31 AM,20460.53,2731.10,45949.32
50116,5/12/2021 12:00:32 AM,20460.56,2731.17,45949.20
50116,5/12/2021 12:00:33 AM,20460.51,2731.02,45949.33
50116,5/12/2021 12:00:34 AM,20460.46,2730.93,45948.98
50116,5/12/2021 12:00:35 AM,20460.54,2730.96,45948.87
50116,5/12/2021 12:00:36 AM,20460.55,2731.02,45949.03
50116,5/12/2021 12:00:37 AM,20460.53,2731.15,45949.05
50116,5/12/2021 12:00:38 AM,20460.37,2731.02,45949.25
50116,5/12/2021 12:00:39 AM,20460.57,2731.31,45949.33
50116,5/12/2021 12:00:40 AM,20460.60,2731.18,45949.22
