Device ID, Start Date Time, End Date Time, Reason, Narrative
10623,10/07/2024 00:00:00,10/08/2024 00:00:00,5-Other (narrative required),Data was within the deadband so few changes were reported.  We are reviewing the scaling and deadbands to determine if a changed can be made to allow for faster reporting during low level GIC events.
10456,10/07/2024 19:59:00,10/08/2024 13:39:00,3-Data Recording Device Malfunction,Issue with collection of data.
10476,10/08/2024 07:59:00,10/08/2024 08:58:00,3-Data Recording Device Malfunction,Issue with collection of data.
10476,10/08/2024 11:37:00,10/08/2024 11:37:59,3-Data Recording Device Malfunction,Issue with collection of data.
10481,10/08/2024 23:10:00,10/08/2024 23:59:00,3-Data Recording Device Malfunction,Issue with collection of data.
10492,10/08/2024 11:37:00,10/08/2024 11:37:59,3-Data Recording Device Malfunction,Issue with collection of data.
10493,10/08/2024 23:36:00,10/08/2024 23:36:59,3-Data Recording Device Malfunction,Issue with collection of data.
10494,10/08/2024 23:45:00,10/08/2024 23:59:00,3-Data Recording Device Malfunction,Issue with collection of data.
10517,10/08/2024 11:37:00,10/08/2024 11:37:59,3-Data Recording Device Malfunction,Issue with collection of data.
10524,10/08/2024 04:18:00,10/08/2024 04:18:59,3-Data Recording Device Malfunction,Issue with collection of data.
10530,10/08/2024 11:44:00,10/08/2024 11:44:59,3-Data Recording Device Malfunction,Issue with collection of data.
10543,10/08/2024 11:37:00,10/08/2024 11:37:59,3-Data Recording Device Malfunction,Issue with collection of data.
10550,10/08/2024 11:37:00,10/08/2024 11:37:59,3-Data Recording Device Malfunction,Issue with collection of data.
10557,10/08/2024 13:45:00,10/08/2024 14:45:00,3-Data Recording Device Malfunction,Issue with collection of data.
10557,10/08/2024 21:57:00,10/08/2024 22:57:00,3-Data Recording Device Malfunction,Issue with collection of data.
10564,10/07/2024 19:15:00,10/07/2024 19:15:59,3-Data Recording Device Malfunction,Issue with collection of data.
10569,10/08/2024 11:37:00,10/08/2024 11:37:59,3-Data Recording Device Malfunction,Issue with collection of data.
10570,10/08/2024 23:03:00,10/08/2024 23:59:00,3-Data Recording Device Malfunction,Issue with collection of data.
10643,10/08/2024 11:37:00,10/08/2024 11:37:59,3-Data Recording Device Malfunction,Issue with collection of data.
10702,10/08/2024 20:09:00,10/08/2024 20:09:59,3-Data Recording Device Malfunction,Issue with collection of data.
10612,10/07/2024 00:00:00,10/08/2024 23:59:00,5-Other (narrative required),The data resolution as stipulated(10s or less)  was not met by the recording device.
10592,10/08/2024 10:55:40,10/08/2024 10:58:00,1-GIC Monitor Malfunction,
10064,10/08/2024 15:44:10,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10065,10/08/2024 15:44:00,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10066,10/08/2024 15:44:30,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10067,10/08/2024 15:44:10,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10068,10/08/2024 15:44:30,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10069,10/08/2024 15:44:30,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10071,10/08/2024 15:44:20,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10072,10/08/2024 15:44:20,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10073,10/08/2024 15:44:30,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10074,10/08/2024 15:44:10,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10075,10/08/2024 15:44:10,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10076,10/08/2024 15:44:10,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10077,10/08/2024 15:44:30,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10078,10/08/2024 15:44:20,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10079,10/08/2024 15:44:30,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10080,10/08/2024 15:44:30,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10082,10/08/2024 15:44:10,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10083,10/08/2024 15:44:30,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10084,10/08/2024 15:44:10,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
10085,10/08/2024 15:44:10,10/08/2024 15:45:30,3-Data Recording Device Malfunction,
