:Product:20151201_Fujian_Huangmeishan_220kV_GIC.txt
:Export:2016/08/06 231751  LocalTime
# Prepared by the NCEPU 
# 
# Units GIC_DATA = A
# The positive and negative features of current data represent current direction
#
#       Real-Time GIC Data
#       福建省宁德市寿宁县黄眉山 N27.3675E119.5335
# 

# UT Date           Time
# YR  MO   DA       HHMMSS            GIC_DATA
#-------------------------------------------------------------------------------------------
2015  12  14       022400      -0.048918
2015  12  14       022500      -0.050132
2015  12  14       022600      -0.053106
2015  12  14       022700      -0.069879
2015  12  14       022800      -0.077634
2015  12  14       022900      -0.079537
2015  12  14       023000      -0.084119
2015  12  14       023100      -0.075082
2015  12  14       023200      -0.11068
2015  12  14       023300      -0.10111
2015  12  14       023400      -0.096113
2015  12  14       023500      -0.085334
2015  12  14       023600      -0.084584
2015  12  14       023700      -0.078384
2015  12  14       023800      -0.090525
2015  12  14       023900      -0.07671
2015  12  14       024000      -0.10209
2015  12  14       024100      -0.11338
2015  12  14       024200      -0.10262
2015  12  14       024300      -0.098132
2015  12  14       024400      -0.12091
2015  12  14       024500      -0.098855
2015  12  14       024600      -0.13824
2015  12  14       024700      -0.11497
2015  12  14       024800      -0.12572
2015  12  14       024900      -0.084899
2015  12  14       025000      -0.13259
2015  12  14       025100      -0.10386
2015  12  14       025200      -0.15385
2015  12  14       025300      -0.12907
2015  12  14       025400      -0.12928
2015  12  14       025500      -0.13868
2015  12  14       025600      -0.13407
2015  12  14       025700      -0.11673
2015  12  14       025800      -0.13508
2015  12  14       025900      -0.076981
2015  12  14       030000      -0.091699
2015  12  14       030100      -0.084201
2015  12  14       030200      -0.10474
2015  12  14       030300      -0.097983
2015  12  14       030400      -0.082573
2015  12  14       030500      -0.050516
2015  12  14       030600      -0.045818
2015  12  14       030700      -0.014335
2015  12  14       030800      -0.038701
2015  12  14       030900      -0.0025941
2015  12  14       031000      -0.008472
2015  12  14       031100      0.016522
2015  12  14       031200      0.014645
2015  12  14       031300      0.010901
2015  12  14       031400      0.0092297
2015  12  14       031500      0.020766
2015  12  14       031600      0.018687
2015  12  14       031700      0.044667
2015  12  14       031800      0.045175
2015  12  14       031900      0.071956
2015  12  14       032000      0.079949
2015  12  14       032100      0.07171
2015  12  14       032200      0.068267
2015  12  14       032300      0.087706
2015  12  14       032400      0.069095
2015  12  14       032500      0.09966
2015  12  14       032600      0.083477
2015  12  14       032700      0.09319
2015  12  14       032800      0.094456
2015  12  14       032900      0.095209
2015  12  14       033000      0.079025
2015  12  14       033100      0.10249
2015  12  14       033200      0.06881
2015  12  14       033300      0.073759
2015  12  14       033400      0.087852
2015  12  14       033500      0.091582
2015  12  14       033600      0.078383
2015  12  14       033700      0.086396
