Device ID, Start Date Time, End Date Time, Reason, Narrative
50132,01/01/2025 10:36:00,01/01/2025 23:59:00,2-Magnetometer Malfunction,
50129,01/01/2025 06:55:00,01/01/2025 07:55:00,3-Data Recording Device Malfunction,Issue with collection of data.
50129,01/01/2025 20:05:00,01/01/2025 21:04:00,3-Data Recording Device Malfunction,Issue with collection of data.
50129,12/31/2024 19:42:00,12/31/2024 19:43:58,3-Data Recording Device Malfunction,Issue with collection of data.
