Device ID, Latitude, Longitude, Installation Type, Connection, Minimum Value in Measurement Range
10376,40.9000000000,73.9000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10377,40.7000000000,74.0000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10378,40.7000000000,74.0000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10379,40.7000000000,74.0000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10380,41.1000000000,73.8000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10381,40.7000000000,74.0000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10382,40.6000000000,74.2000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10383,40.6000000000,74.2000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10385,41.2000000000,73.8000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10386,40.8000000000,73.9000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10387,41.0000000000,73.9000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10388,41.0000000000,73.9000000000,1 - Separate,1 - Common neutral of a 3-phase transformer,0.1000000000
10430,39.6000000000,75.6000000000,1 - Separate,2 - Common neutral of three (3) single-phase transformers,0.0100000000
10431,39.6000000000,75.7000000000,1 - Separate,2 - Common neutral of three (3) single-phase transformers,0.0100000000
10432,38.5000000000,76.6000000000,1 - Separate,3 - Neutral of single-phase transformer,0.0100000000
10433,38.5000000000,76.6000000000,1 - Separate,3 - Neutral of single-phase transformer,0.0100000000
10434,39.5000000000,75.1000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.0100000000
10435,39.4000000000,74.6000000000,1 - Separate,2 - Common neutral of three (3) single-phase transformers,0.0100000000
10436,39.4000000000,74.6000000000,1 - Separate,2 - Common neutral of three (3) single-phase transformers,0.0100000000
10450,41.0000000000,85.0000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10453,38.5000000000,81.8000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10454,36.6000000000,79.7000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10455,40.1000000000,82.7000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10456,38.2000000000,82.6000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10458,42.2000000000,86.3000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10460,28.9000000000,96.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10461,32.2000000000,100.0000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10462,32.2000000000,100.0000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10463,35.4000000000,99.7000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10464,35.4000000000,99.7000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10467,37.4000000000,79.9000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10468,37.4000000000,79.9000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10469,37.4000000000,79.9000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10470,37.4000000000,79.9000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10471,37.4000000000,79.9000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10473,28.7000000000,97.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10474,28.7000000000,97.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10475,40.2000000000,81.9000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10476,40.1000000000,82.8000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10477,31.4000000000,95.4000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10478,42.0000000000,86.6000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10480,42.0000000000,86.6000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10481,40.2000000000,85.3000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10482,40.2000000000,85.3000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10483,39.0000000000,83.0000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10484,39.0000000000,83.0000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10485,39.0000000000,83.0000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10487,41.5000000000,86.4000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10489,36.6000000000,79.3000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10490,41.7000000000,85.9000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10492,40.8000000000,84.0000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10493,36.7000000000,79.9000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10494,36.7000000000,79.9000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10495,36.7000000000,79.9000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10496,36.3000000000,94.5000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10497,40.5000000000,84.1000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10498,40.2000000000,83.1000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10499,40.2000000000,83.1000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10500,41.6000000000,86.3000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10502,36.9000000000,80.8000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10503,36.9000000000,80.8000000000,2 - Combined,3 - Neutral of single-phase transformer,0.2500000000
10504,36.9000000000,80.8000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10506,38.7000000000,85.4000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10507,40.1000000000,82.7000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10509,39.8000000000,80.8000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10511,41.9000000000,86.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10512,40.0000000000,82.6000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10513,26.1000000000,97.6000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10515,26.1000000000,97.6000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10516,39.6000000000,81.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10517,32.0000000000,93.2000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10518,27.6000000000,99.3000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10519,27.8000000000,97.6000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10520,27.8000000000,97.6000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10521,31.3000000000,103.1000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10524,40.2000000000,83.0000000000,2 - Combined,5 - N/A,0.2500000000
10525,40.2000000000,83.0000000000,2 - Combined,5 - N/A,0.2500000000
10527,40.3000000000,83.4000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10528,37.2000000000,80.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10529,37.2000000000,80.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10530,39.0000000000,81.9000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10531,32.5000000000,99.8000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10532,32.5000000000,99.8000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10534,36.6000000000,82.7000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10537,27.6000000000,97.7000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10538,26.3000000000,98.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10539,26.3000000000,98.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10541,41.7000000000,86.5000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10542,36.0000000000,95.7000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10545,37.4000000000,79.1000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10546,37.4000000000,79.1000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10547,37.4000000000,79.1000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10548,26.2000000000,98.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10549,26.2000000000,98.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10550,26.3000000000,97.6000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10551,26.3000000000,97.6000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10552,40.0000000000,83.1000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10554,37.9000000000,87.0000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10557,31.5000000000,100.3000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10558,30.9000000000,103.4000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10559,30.9000000000,103.4000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10560,41.0000000000,85.3000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10561,41.0000000000,83.3000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10563,40.7000000000,81.4000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10564,40.7000000000,84.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10565,26.1000000000,98.2000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10567,39.2000000000,87.5000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10568,39.2000000000,87.5000000000,2 - Combined,3 - Neutral of single-phase transformer,0.2500000000
10569,39.2000000000,87.5000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10570,40.2000000000,80.7000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10572,38.4000000000,82.5000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10573,38.4000000000,82.5000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10574,38.4000000000,82.5000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10575,41.7000000000,86.1000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10576,41.7000000000,86.1000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10577,41.4000000000,84.9000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
10578,40.2000000000,82.8000000000,2 - Combined,2 - Common neutral of three (3) single-phase transformers,0.2500000000
10581,32.8000000000,94.5000000000,2 - Combined,1 - Common neutral of a 3-phase transformer,0.2500000000
