GICDeviceID,SampleDateTime,GICMeasured
10096,5/12/2021 12:41:00 AM,0.00
10096,5/12/2021 1:33:00 AM,0.00
10096,5/12/2021 2:26:00 AM,0.00
10096,5/12/2021 3:20:00 AM,0.00
10096,5/12/2021 4:13:00 AM,0.00
10096,5/12/2021 5:06:00 AM,0.00
10096,5/12/2021 6:00:00 AM,0.00
10096,5/12/2021 6:53:00 AM,0.00
10096,5/12/2021 7:46:00 AM,0.00
10096,5/12/2021 8:39:00 AM,0.00
10096,5/12/2021 9:31:00 AM,0.00
10096,5/12/2021 10:25:00 AM,0.00
10096,5/12/2021 11:17:00 AM,0.00
10096,5/12/2021 12:11:00 PM,0.00
10096,5/12/2021 1:04:00 PM,0.00
10096,5/12/2021 1:58:00 PM,0.00
10096,5/12/2021 2:50:00 PM,0.00
10096,5/12/2021 3:43:00 PM,0.00
10096,5/12/2021 4:35:00 PM,0.00
10096,5/12/2021 5:29:00 PM,0.00
10096,5/12/2021 6:24:00 PM,0.00
10096,5/12/2021 7:17:00 PM,0.00
10096,5/12/2021 8:10:00 PM,0.00
10096,5/12/2021 9:04:00 PM,0.00
10096,5/12/2021 9:58:00 PM,0.00
10096,5/12/2021 10:51:00 PM,0.00
10096,5/12/2021 11:44:00 PM,0.00
10096,5/13/2021 12:36:00 AM,0.00
10096,5/13/2021 1:29:00 AM,0.00
10096,5/13/2021 2:21:00 AM,0.00
10096,5/13/2021 3:15:00 AM,0.00
10096,5/13/2021 4:08:00 AM,0.00
10096,5/13/2021 5:02:00 AM,0.00
10096,5/13/2021 5:56:00 AM,0.00
10096,5/13/2021 6:50:00 AM,0.00
10096,5/13/2021 7:42:00 AM,0.00
10096,5/13/2021 8:38:00 AM,0.00
10096,5/13/2021 8:39:00 AM,0.10
10096,5/13/2021 8:40:00 AM,0.00
10096,5/13/2021 9:07:00 AM,0.00
10096,5/13/2021 9:08:00 AM,0.10
10096,5/13/2021 9:09:00 AM,0.00
10096,5/13/2021 10:02:00 AM,0.00
10096,5/13/2021 10:56:00 AM,0.00
10096,5/13/2021 11:49:00 AM,0.00
