GICDeviceID,SampleDateTime,GICMeasured
10356,5/12/2021 12:00:00 AM,-0.40
10356,5/12/2021 1:00:00 AM,-0.42
10356,5/12/2021 2:00:00 AM,-0.46
10356,5/12/2021 3:00:00 AM,-0.59
10356,5/12/2021 4:00:00 AM,-0.44
10356,5/12/2021 5:00:00 AM,-0.49
10356,5/12/2021 6:00:00 AM,-0.47
10356,5/12/2021 7:00:00 AM,-0.26
10356,5/12/2021 8:00:00 AM,-0.31
10356,5/12/2021 9:00:00 AM,-0.25
10356,5/12/2021 10:00:00 AM,0.01
10356,5/12/2021 11:00:00 AM,0.28
10356,5/12/2021 12:00:00 PM,0.31
10356,5/12/2021 1:00:00 PM,0.29
10356,5/12/2021 2:00:00 PM,0.37
10356,5/12/2021 3:00:00 PM,0.42
10356,5/12/2021 4:00:00 PM,0.40
10356,5/12/2021 5:00:00 PM,0.34
10356,5/12/2021 6:00:00 PM,0.42
10356,5/12/2021 7:00:00 PM,0.32
10356,5/12/2021 8:00:00 PM,0.13
10356,5/12/2021 9:00:00 PM,-0.11
10356,5/12/2021 10:00:00 PM,-0.33
10356,5/12/2021 11:00:00 PM,-0.34
10356,5/13/2021 12:00:00 AM,-0.29
10356,5/13/2021 1:00:00 AM,-0.29
10356,5/13/2021 2:00:00 AM,-0.32
10356,5/13/2021 3:00:00 AM,-0.33
10356,5/13/2021 4:00:00 AM,-0.31
10356,5/13/2021 5:00:00 AM,-0.35
10356,5/13/2021 6:00:00 AM,-0.35
10356,5/13/2021 7:00:00 AM,-0.24
10356,5/13/2021 8:00:00 AM,-0.14
10356,5/13/2021 9:00:00 AM,0.00
10356,5/13/2021 10:00:00 AM,0.06
10356,5/13/2021 11:00:00 AM,0.11
10356,5/13/2021 12:00:00 PM,0.18
