GICDeviceID,SampleDateTime,GICMeasured
10243,3/23/2023 12:02:00 AM,-1.40
10243,3/23/2023 12:06:00 AM,-1.40
10243,3/23/2023 12:10:00 AM,-1.70
10243,3/23/2023 12:14:00 AM,-1.20
10243,3/23/2023 12:18:00 AM,-1.30
10243,3/23/2023 12:22:00 AM,-1.20
10243,3/23/2023 12:26:00 AM,-1.50
10243,3/23/2023 12:30:00 AM,-1.50
10243,3/23/2023 12:34:00 AM,-1.70
10243,3/23/2023 12:38:00 AM,-1.40
10243,3/23/2023 12:42:00 AM,-0.80
10243,3/23/2023 12:46:00 AM,-1.10
10243,3/23/2023 12:50:00 AM,-1.10
10243,3/23/2023 12:54:00 AM,-1.40
10243,3/23/2023 12:58:00 AM,-1.40
10243,3/23/2023 1:02:00 AM,-1.40
10243,3/23/2023 1:06:00 AM,-1.20
10243,3/23/2023 1:10:00 AM,-1.20
10243,3/23/2023 1:14:00 AM,-0.90
10243,3/23/2023 1:18:00 AM,-1.70
10243,3/23/2023 1:22:00 AM,-1.30
10243,3/23/2023 1:26:00 AM,-1.50
10243,3/23/2023 1:30:00 AM,-1.60
10243,3/23/2023 1:34:00 AM,-1.60
10243,3/23/2023 1:38:00 AM,-1.40
10243,3/23/2023 1:42:00 AM,-1.60
10243,3/23/2023 1:46:00 AM,-1.20
10243,3/23/2023 1:50:00 AM,-1.50
10243,3/23/2023 1:54:00 AM,-1.50
10243,3/23/2023 1:58:00 AM,-1.70
10243,3/23/2023 2:02:00 AM,-1.30
10243,3/23/2023 2:06:00 AM,-1.30
10243,3/23/2023 2:10:00 AM,-1.30
10243,3/23/2023 2:14:00 AM,-1.30
10243,3/23/2023 2:18:00 AM,-1.20
10243,3/23/2023 2:22:00 AM,-1.60
10243,3/23/2023 2:26:00 AM,-1.60
10243,3/23/2023 2:30:00 AM,-1.60
10243,3/23/2023 2:34:00 AM,-1.60
10243,3/23/2023 2:38:00 AM,-1.20
10243,3/23/2023 2:42:00 AM,-1.30
10243,3/23/2023 2:46:00 AM,-1.30
10243,3/23/2023 2:50:00 AM,-1.30
10243,3/23/2023 2:54:00 AM,-1.30
10243,3/23/2023 2:58:00 AM,-1.30
10243,3/23/2023 3:02:00 AM,-1.30
10243,3/23/2023 3:06:00 AM,-1.30
10243,3/23/2023 3:10:00 AM,-1.30
10243,3/23/2023 3:14:00 AM,-1.20
10243,3/23/2023 3:18:00 AM,-1.20
10243,3/23/2023 3:22:00 AM,-1.40
10243,3/23/2023 3:26:00 AM,-1.40
10243,3/23/2023 3:30:00 AM,-1.40
10243,3/23/2023 3:34:00 AM,-1.20
10243,3/23/2023 3:38:00 AM,-1.20
10243,3/23/2023 3:42:00 AM,-1.20
10243,3/23/2023 3:46:00 AM,-1.40
10243,3/23/2023 3:50:00 AM,-1.20
10243,3/23/2023 3:54:00 AM,-1.30
10243,3/23/2023 3:58:00 AM,-1.30
10243,3/23/2023 4:02:00 AM,-1.30
10243,3/23/2023 4:06:00 AM,-1.30
10243,3/23/2023 4:10:00 AM,-1.20
10243,3/23/2023 4:14:00 AM,-1.20
10243,3/23/2023 4:18:00 AM,-1.50
10243,3/23/2023 4:22:00 AM,-1.50
10243,3/23/2023 4:26:00 AM,-1.30
10243,3/23/2023 4:30:00 AM,-1.30
10243,3/23/2023 4:34:00 AM,-1.50
10243,3/23/2023 4:38:00 AM,-1.80
10243,3/23/2023 4:42:00 AM,-1.80
10243,3/23/2023 4:46:00 AM,-1.00
10243,3/23/2023 4:50:00 AM,-1.20
10243,3/23/2023 4:54:00 AM,-1.80
10243,3/23/2023 4:58:00 AM,-2.00
10243,3/23/2023 5:02:00 AM,-2.00
10243,3/23/2023 5:06:00 AM,-1.00
10243,3/23/2023 5:10:00 AM,-1.20
10243,3/23/2023 5:14:00 AM,-1.20
10243,3/23/2023 5:18:00 AM,-1.30
10243,3/23/2023 5:22:00 AM,-1.20
10243,3/23/2023 5:26:00 AM,-1.20
10243,3/23/2023 5:30:00 AM,-1.40
10243,3/23/2023 5:34:00 AM,-1.20
10243,3/23/2023 5:38:00 AM,-1.00
10243,3/23/2023 5:42:00 AM,-1.20
10243,3/23/2023 5:46:00 AM,-1.20
10243,3/23/2023 5:50:00 AM,-1.60
10243,3/23/2023 5:54:00 AM,-1.40
10243,3/23/2023 5:58:00 AM,-1.30
10243,3/23/2023 6:02:00 AM,-1.10
10243,3/23/2023 6:06:00 AM,-1.10
10243,3/23/2023 6:10:00 AM,-1.30
10243,3/23/2023 6:14:00 AM,-1.50
10243,3/23/2023 6:18:00 AM,-1.30
10243,3/23/2023 6:22:00 AM,-1.20
10243,3/23/2023 6:26:00 AM,-1.40
10243,3/23/2023 6:30:00 AM,-1.40
10243,3/23/2023 6:34:00 AM,-1.40
10243,3/23/2023 6:38:00 AM,-1.00
10243,3/23/2023 6:42:00 AM,-0.90
10243,3/23/2023 6:46:00 AM,-1.10
10243,3/23/2023 6:50:00 AM,-1.10
10243,3/23/2023 6:54:00 AM,-1.30
10243,3/23/2023 6:58:00 AM,-0.50
10243,3/23/2023 7:02:00 AM,-0.70
10243,3/23/2023 7:06:00 AM,-1.10
10243,3/23/2023 7:10:00 AM,-1.10
10243,3/23/2023 7:14:00 AM,-1.10
10243,3/23/2023 7:18:00 AM,-1.50
10243,3/23/2023 7:22:00 AM,-1.50
10243,3/23/2023 7:26:00 AM,-1.10
10243,3/23/2023 7:30:00 AM,-1.30
10243,3/23/2023 7:34:00 AM,-1.30
10243,3/23/2023 7:38:00 AM,-1.70
10243,3/23/2023 7:42:00 AM,-1.40
10243,3/23/2023 7:46:00 AM,-1.60
10243,3/23/2023 7:50:00 AM,-1.20
10243,3/23/2023 7:54:00 AM,-1.20
10243,3/23/2023 7:58:00 AM,-1.20
10243,3/23/2023 8:02:00 AM,-1.00
